employee_id,employee_name,month,salary_amount
SH028,张横,202401,18162
SH028,张横,202402,17953
SH028,张横,202403,15868
SH028,张横,202404,15049
SH028,张横,202405,18109
SH028,张横,202406,16668
SH028,张横,202407,16796
SH028,张横,202408,17278
SH028,张横,202409,17051
SH028,张横,202410,18144
SH028,张横,202411,18145
SH028,张横,202412,17888
SH029,阮小五,202401,17738
SH029,阮小五,202402,16549
SH029,阮小五,202403,15938
SH029,阮小五,202404,16770
SH029,阮小五,202405,16166
SH029,阮小五,202406,16451
SH029,阮小五,202407,17742
SH029,阮小五,202408,15931
SH029,阮小五,202409,17806
SH029,阮小五,202410,17624
SH029,阮小五,202411,15311
SH029,阮小五,202412,14898
SH030,张顺,202401,15339
SH030,张顺,202402,14275
SH030,张顺,202403,16097
SH030,张顺,202404,15211
SH030,张顺,202405,16215
SH030,张顺,202406,15365
SH030,张顺,202407,16297
SH030,张顺,202408,15224
SH030,张顺,202409,14973
SH030,张顺,202410,15713
SH030,张顺,202411,16332
SH030,张顺,202412,15248
SH031,阮小七,202401,14138
SH031,阮小七,202402,13764
SH031,阮小七,202403,13943
SH031,阮小七,202404,12572
SH031,阮小七,202405,12297
SH031,阮小七,202406,13804
SH031,阮小七,202407,13952
SH031,阮小七,202408,14435
SH031,阮小七,202409,12916
SH031,阮小七,202410,12809
SH031,阮小七,202411,13872
SH031,阮小七,202412,12727
SH032,杨雄,202401,17571
SH032,杨雄,202402,16449
SH032,杨雄,202403,17981
SH032,杨雄,202404,18189
SH032,杨雄,202405,16448
SH032,杨雄,202406,16932
SH032,杨雄,202407,17476
SH032,杨雄,202408,17345
SH032,杨雄,202409,16973
SH032,杨雄,202410,16654
SH032,杨雄,202411,15968
SH032,杨雄,202412,15806
SH033,石秀,202401,17932
SH033,石秀,202402,15232
SH033,石秀,202403,15988
SH033,石秀,202404,18081
SH033,石秀,202405,18082
SH033,石秀,202406,16831
SH033,石秀,202407,17025
SH033,石秀,202408,16416
SH033,石秀,202409,15901
SH033,石秀,202410,16019
SH033,石秀,202411,17160
SH033,石秀,202412,17425
SH034,解珍,202401,13965
SH034,解珍,202402,12199
SH034,解珍,202403,14361
SH034,解珍,202404,14476
SH034,解珍,202405,14533
SH034,解珍,202406,12047
SH034,解珍,202407,13848
SH034,解珍,202408,13343
SH034,解珍,202409,13766
SH034,解珍,202410,14461
SH034,解珍,202411,13719
SH034,解珍,202412,14113
SH035,解宝,202401,15695
SH035,解宝,202402,15637
SH035,解宝,202403,17741
SH035,解宝,202404,15598
SH035,解宝,202405,18153
SH035,解宝,202406,17759
SH035,解宝,202407,15627
SH035,解宝,202408,15639
SH035,解宝,202409,18716
SH035,解宝,202410,16627
SH035,解宝,202411,16614
SH035,解宝,202412,18123
SH036,燕青,202401,11366
SH036,燕青,202402,10703
SH036,燕青,202403,10195
SH036,燕青,202404,10947
SH036,燕青,202405,10471
SH036,燕青,202406,10253
SH036,燕青,202407,10941
SH036,燕青,202408,9981
SH036,燕青,202409,10153
SH036,燕青,202410,10372
SH036,燕青,202411,9992
SH036,燕青,202412,10310
SH037,朱武,202401,12492
SH037,朱武,202402,12663
SH037,朱武,202403,12660
SH037,朱武,202404,14118
SH037,朱武,202405,14383
SH037,朱武,202406,13937
SH037,朱武,202407,14976
SH037,朱武,202408,13365
SH037,朱武,202409,13121
SH037,朱武,202410,14719
SH037,朱武,202411,12951
SH037,朱武,202412,14979
SH038,黄信,202401,14929
SH038,黄信,202402,13779
SH038,黄信,202403,13143
SH038,黄信,202404,12382
SH038,黄信,202405,14784
SH038,黄信,202406,14769
SH038,黄信,202407,12953
SH038,黄信,202408,14159
SH038,黄信,202409,12469
SH038,黄信,202410,12717
SH038,黄信,202411,12855
SH038,黄信,202412,13066
SH039,孙立,202401,13930
SH039,孙立,202402,13813
SH039,孙立,202403,14673
SH039,孙立,202404,12349
SH039,孙立,202405,12988
SH039,孙立,202406,14807
SH039,孙立,202407,14644
SH039,孙立,202408,13463
SH039,孙立,202409,13910
SH039,孙立,202410,12979
SH039,孙立,202411,12736
SH039,孙立,202412,13485
SH040,宣赞,202401,12055
SH040,宣赞,202402,12148
SH040,宣赞,202403,12389
SH040,宣赞,202404,12133
SH040,宣赞,202405,12625
SH040,宣赞,202406,11552
SH040,宣赞,202407,12183
SH040,宣赞,202408,12518
SH040,宣赞,202409,13006
SH040,宣赞,202410,12161
SH040,宣赞,202411,11809
SH040,宣赞,202412,11664
SH041,郝思文,202401,15788
SH041,郝思文,202402,15138
SH041,郝思文,202403,14813
SH041,郝思文,202404,14248
SH041,郝思文,202405,15738
SH041,郝思文,202406,15545
SH041,郝思文,202407,13167
SH041,郝思文,202408,13112
SH041,郝思文,202409,14127
SH041,郝思文,202410,15384
SH041,郝思文,202411,15896
SH041,郝思文,202412,13472
SH042,韩滔,202401,15694
SH042,韩滔,202402,14628
SH042,韩滔,202403,15932
SH042,韩滔,202404,15154
SH042,韩滔,202405,13643
SH042,韩滔,202406,13563
SH042,韩滔,202407,13853
SH042,韩滔,202408,13494
SH042,韩滔,202409,13678
SH042,韩滔,202410,15521
SH042,韩滔,202411,15050
SH042,韩滔,202412,15695
SH043,彭玘,202401,17101
SH043,彭玘,202402,17823
SH043,彭玘,202403,18418
SH043,彭玘,202404,18096
SH043,彭玘,202405,16059
SH043,彭玘,202406,16746
SH043,彭玘,202407,15659
SH043,彭玘,202408,18449
SH043,彭玘,202409,17273
SH043,彭玘,202410,15996
SH043,彭玘,202411,17494
SH043,彭玘,202412,17313
SH044,单廷珪,202401,12798
SH044,单廷珪,202402,12136
SH044,单廷珪,202403,13414
SH044,单廷珪,202404,13355
SH044,单廷珪,202405,14308
SH044,单廷珪,202406,12903
SH044,单廷珪,202407,14268
SH044,单廷珪,202408,14674
SH044,单廷珪,202409,12314
SH044,单廷珪,202410,14202
SH044,单廷珪,202411,13660
SH044,单廷珪,202412,13365
SH045,魏定国,202401,17932
SH045,魏定国,202402,17472
SH045,魏定国,202403,17758
SH045,魏定国,202404,16082
SH045,魏定国,202405,15821
SH045,魏定国,202406,15405
SH045,魏定国,202407,16552
SH045,魏定国,202408,17368
SH045,魏定国,202409,16694
SH045,魏定国,202410,16848
SH045,魏定国,202411,18441
SH045,魏定国,202412,16544
SH046,萧让,202401,14120
SH046,萧让,202402,15431
SH046,萧让,202403,13684
SH046,萧让,202404,14328
SH046,萧让,202405,14824
SH046,萧让,202406,15106
SH046,萧让,202407,14145
SH046,萧让,202408,15236
SH046,萧让,202409,15028
SH046,萧让,202410,13023
SH046,萧让,202411,12965
SH046,萧让,202412,14605
SH047,裴宣,202401,15035
SH047,裴宣,202402,15984
SH047,裴宣,202403,14759
SH047,裴宣,202404,14248
SH047,裴宣,202405,14413
SH047,裴宣,202406,14410
SH047,裴宣,202407,14485
SH047,裴宣,202408,14444
SH047,裴宣,202409,16007
SH047,裴宣,202410,14578
SH047,裴宣,202411,15088
SH047,裴宣,202412,16804
SH048,欧鹏,202401,13306
SH048,欧鹏,202402,14521
SH048,欧鹏,202403,13536
SH048,欧鹏,202404,12533
SH048,欧鹏,202405,14119
SH048,欧鹏,202406,12854
SH048,欧鹏,202407,12861
SH048,欧鹏,202408,12023
SH048,欧鹏,202409,13395
SH048,欧鹏,202410,13357
SH048,欧鹏,202411,12883
SH048,欧鹏,202412,14311
SH049,邓飞,202401,11976
SH049,邓飞,202402,12423
SH049,邓飞,202403,10865
SH049,邓飞,202404,12684
SH049,邓飞,202405,12274
SH049,邓飞,202406,10966
SH049,邓飞,202407,12862
SH049,邓飞,202408,12975
SH049,邓飞,202409,10917
SH049,邓飞,202410,11433
SH049,邓飞,202411,12700
SH049,邓飞,202412,12562
SH050,燕顺,202401,12372
SH050,燕顺,202402,11358
SH050,燕顺,202403,12232
SH050,燕顺,202404,10680
SH050,燕顺,202405,11862
SH050,燕顺,202406,11346
SH050,燕顺,202407,11773
SH050,燕顺,202408,10288
SH050,燕顺,202409,10481
SH050,燕顺,202410,10448
SH050,燕顺,202411,11698
SH050,燕顺,202412,12052
SH051,杨林,202401,10755
SH051,杨林,202402,12741
SH051,杨林,202403,11523
SH051,杨林,202404,11625
SH051,杨林,202405,10931
SH051,杨林,202406,12433
SH051,杨林,202407,11115
SH051,杨林,202408,12021
SH051,杨林,202409,12678
SH051,杨林,202410,10894
SH051,杨林,202411,11953
SH051,杨林,202412,11236
SH052,凌振,202401,9775
SH052,凌振,202402,9939
SH052,凌振,202403,10150
SH052,凌振,202404,9593
SH052,凌振,202405,8803
SH052,凌振,202406,9667
SH052,凌振,202407,9762
SH052,凌振,202408,10067
SH052,凌振,202409,9464
SH052,凌振,202410,8881
SH052,凌振,202411,9181
SH052,凌振,202412,9333
SH053,蒋敬,202401,11646
SH053,蒋敬,202402,10818
SH053,蒋敬,202403,11397
SH053,蒋敬,202404,11014
SH053,蒋敬,202405,12389
SH053,蒋敬,202406,10278
SH053,蒋敬,202407,10774
SH053,蒋敬,202408,11093
SH053,蒋敬,202409,11373
SH053,蒋敬,202410,12200
SH053,蒋敬,202411,10461
SH053,蒋敬,202412,12098
SH054,吕方,202401,10507
SH054,吕方,202402,8917
SH054,吕方,202403,9782
SH054,吕方,202404,9560
SH054,吕方,202405,10674
SH054,吕方,202406,8979
SH054,吕方,202407,9536
SH054,吕方,202408,10649
SH054,吕方,202409,10446
SH054,吕方,202410,10352
SH054,吕方,202411,9263
SH054,吕方,202412,9094
SH055,郭盛,202401,11750
SH055,郭盛,202402,11524
SH055,郭盛,202403,11119
SH055,郭盛,202404,10990
SH055,郭盛,202405,11789
SH055,郭盛,202406,10390
SH055,郭盛,202407,12075
SH055,郭盛,202408,11507
SH055,郭盛,202409,10378
SH055,郭盛,202410,11563
SH055,郭盛,202411,11107
SH055,郭盛,202412,11499
SH056,安道全,202401,10294
SH056,安道全,202402,10923
SH056,安道全,202403,10005
SH056,安道全,202404,10708
SH056,安道全,202405,10819
SH056,安道全,202406,9785
SH056,安道全,202407,10397
SH056,安道全,202408,9963
SH056,安道全,202409,9810
SH056,安道全,202410,11802
SH056,安道全,202411,10367
SH056,安道全,202412,11415
SH057,皇甫端,202401,5863
SH057,皇甫端,202402,5691
SH057,皇甫端,202403,5835
SH057,皇甫端,202404,6286
SH057,皇甫端,202405,6454
SH057,皇甫端,202406,6691
SH057,皇甫端,202407,5822
SH057,皇甫端,202408,6763
SH057,皇甫端,202409,6630
SH057,皇甫端,202410,6204
SH057,皇甫端,202411,6867
SH057,皇甫端,202412,6940
SH058,王英,202401,8426
SH058,王英,202402,9371
SH058,王英,202403,9017
SH058,王英,202404,7854
SH058,王英,202405,9121
SH058,王英,202406,9201
SH058,王英,202407,9067
SH058,王英,202408,9152
SH058,王英,202409,9196
SH058,王英,202410,8093
SH058,王英,202411,8178
SH058,王英,202412,8866
SH059,扈三娘,202401,8377
SH059,扈三娘,202402,9271
SH059,扈三娘,202403,8435
SH059,扈三娘,202404,9166
SH059,扈三娘,202405,8516
SH059,扈三娘,202406,8408
SH059,扈三娘,202407,8556
SH059,扈三娘,202408,8278
SH059,扈三娘,202409,9047
SH059,扈三娘,202410,8625
SH059,扈三娘,202411,8159
SH059,扈三娘,202412,9309
SH060,鲍旭,202401,10665
SH060,鲍旭,202402,9679
SH060,鲍旭,202403,10023
SH060,鲍旭,202404,10688
SH060,鲍旭,202405,10452
SH060,鲍旭,202406,10243
SH060,鲍旭,202407,11086
SH060,鲍旭,202408,11008
SH060,鲍旭,202409,9891
SH060,鲍旭,202410,11400
SH060,鲍旭,202411,10588
SH060,鲍旭,202412,11109
SH061,樊瑞,202401,7321
SH061,樊瑞,202402,6439
SH061,樊瑞,202403,6661
SH061,樊瑞,202404,6573
SH061,樊瑞,202405,7259
SH061,樊瑞,202406,6276
SH061,樊瑞,202407,7018
SH061,樊瑞,202408,7285
SH061,樊瑞,202409,7443
SH061,樊瑞,202410,6703
SH061,樊瑞,202411,7366
SH061,樊瑞,202412,6382
SH062,孔明,202401,11102
SH062,孔明,202402,11749
SH062,孔明,202403,12709
SH062,孔明,202404,11156
SH062,孔明,202405,11346
SH062,孔明,202406,12529
SH062,孔明,202407,12523
SH062,孔明,202408,12334
SH062,孔明,202409,12461
SH062,孔明,202410,12098
SH062,孔明,202411,11400
SH062,孔明,202412,11625
SH063,孔亮,202401,11033
SH063,孔亮,202402,9787
SH063,孔亮,202403,9554
SH063,孔亮,202404,9951
SH063,孔亮,202405,9677
SH063,孔亮,202406,10338
SH063,孔亮,202407,10938
SH063,孔亮,202408,9376
SH063,孔亮,202409,9299
SH063,孔亮,202410,9612
SH063,孔亮,202411,10562
SH063,孔亮,202412,10293
SH064,项充,202401,11326
SH064,项充,202402,11057
SH064,项充,202403,9454
SH064,项充,202404,10767
SH064,项充,202405,11017
SH064,项充,202406,10188
SH064,项充,202407,9549
SH064,项充,202408,9567
SH064,项充,202409,9623
SH064,项充,202410,11162
SH064,项充,202411,11309
SH064,项充,202412,9662
SH065,李衮,202401,12869
SH065,李衮,202402,12527
SH065,李衮,202403,10851
SH065,李衮,202404,12719
SH065,李衮,202405,12599
SH065,李衮,202406,11776
SH065,李衮,202407,11946
SH065,李衮,202408,11495
SH065,李衮,202409,10687
SH065,李衮,202410,11345
SH065,李衮,202411,12442
SH065,李衮,202412,10569
SH066,马麟,202401,10180
SH066,马麟,202402,10843
SH066,马麟,202403,11834
SH066,马麟,202404,11965
SH066,马麟,202405,10956
SH066,马麟,202406,10989
SH066,马麟,202407,11955
SH066,马麟,202408,11224
SH066,马麟,202409,10001
SH066,马麟,202410,11942
SH066,马麟,202411,10476
SH066,马麟,202412,11203
SH067,童威,202401,11115
SH067,童威,202402,12236
SH067,童威,202403,10988
SH067,童威,202404,11481
SH067,童威,202405,11597
SH067,童威,202406,10198
SH067,童威,202407,11668
SH067,童威,202408,10571
SH067,童威,202409,12340
SH067,童威,202410,10505
SH067,童威,202411,11106
SH067,童威,202412,10361
SH068,童猛,202401,7236
SH068,童猛,202402,7414
SH068,童猛,202403,7430
SH068,童猛,202404,7565
SH068,童猛,202405,7610
SH068,童猛,202406,8187
SH068,童猛,202407,7491
SH068,童猛,202408,7674
SH068,童猛,202409,7917
SH068,童猛,202410,7535
SH068,童猛,202411,8243
SH068,童猛,202412,7859
SH069,孟康,202401,7140
SH069,孟康,202402,6704
SH069,孟康,202403,6801
SH069,孟康,202404,6687
SH069,孟康,202405,6633
SH069,孟康,202406,6848
SH069,孟康,202407,6301
SH069,孟康,202408,6337
SH069,孟康,202409,7257
SH069,孟康,202410,7371
SH069,孟康,202411,6596
SH069,孟康,202412,6457
SH070,陈达,202401,7942
SH070,陈达,202402,8376
SH070,陈达,202403,8657
SH070,陈达,202404,8437
SH070,陈达,202405,8480
SH070,陈达,202406,7755
SH070,陈达,202407,7982
SH070,陈达,202408,7512
SH070,陈达,202409,7420
SH070,陈达,202410,7909
SH070,陈达,202411,8051
SH070,陈达,202412,7647
SH071,杨春,202401,8702
SH071,杨春,202402,9584
SH071,杨春,202403,8813
SH071,杨春,202404,8554
SH071,杨春,202405,8822
SH071,杨春,202406,9713
SH071,杨春,202407,9961
SH071,杨春,202408,9914
SH071,杨春,202409,9108
SH071,杨春,202410,9612
SH071,杨春,202411,8751
SH071,杨春,202412,8915
SH072,郑天寿,202401,6369
SH072,郑天寿,202402,7128
SH072,郑天寿,202403,7270
SH072,郑天寿,202404,7426
SH072,郑天寿,202405,6419
SH072,郑天寿,202406,7465
SH072,郑天寿,202407,7141
SH072,郑天寿,202408,7226
SH072,郑天寿,202409,7513
SH072,郑天寿,202410,7116
SH072,郑天寿,202411,6715
SH072,郑天寿,202412,7394
SH073,陶宗旺,202401,10997
SH073,陶宗旺,202402,10300
SH073,陶宗旺,202403,11070
SH073,陶宗旺,202404,10606
SH073,陶宗旺,202405,10914
SH073,陶宗旺,202406,10664
SH073,陶宗旺,202407,10357
SH073,陶宗旺,202408,11770
SH073,陶宗旺,202409,11371
SH073,陶宗旺,202410,10024
SH073,陶宗旺,202411,11598
SH073,陶宗旺,202412,10774
SH074,宋清,202401,9573
SH074,宋清,202402,10191
SH074,宋清,202403,10248
SH074,宋清,202404,10717
SH074,宋清,202405,10629
SH074,宋清,202406,10023
SH074,宋清,202407,9646
SH074,宋清,202408,10519
SH074,宋清,202409,10062
SH074,宋清,202410,9471
SH074,宋清,202411,11042
SH074,宋清,202412,10613
SH075,乐和,202401,6148
SH075,乐和,202402,7367
SH075,乐和,202403,6283
SH075,乐和,202404,6908
SH075,乐和,202405,6496
SH075,乐和,202406,6877
SH075,乐和,202407,7010
SH075,乐和,202408,7252
SH075,乐和,202409,6404
SH075,乐和,202410,6138
SH075,乐和,202411,6309
SH075,乐和,202412,7348
SH076,龚旺,202401,6953
SH076,龚旺,202402,6313
SH076,龚旺,202403,6821
SH076,龚旺,202404,6637
SH076,龚旺,202405,6742
SH076,龚旺,202406,7094
SH076,龚旺,202407,6517
SH076,龚旺,202408,7005
SH076,龚旺,202409,6541
SH076,龚旺,202410,6450
SH076,龚旺,202411,7254
SH076,龚旺,202412,6225
SH077,丁得孙,202401,11010
SH077,丁得孙,202402,10238
SH077,丁得孙,202403,10549
SH077,丁得孙,202404,10332
SH077,丁得孙,202405,10476
SH077,丁得孙,202406,11260
SH077,丁得孙,202407,10350
SH077,丁得孙,202408,10931
SH077,丁得孙,202409,10736
SH077,丁得孙,202410,11141
SH077,丁得孙,202411,11730
SH077,丁得孙,202412,11289
SH078,穆春,202401,10883
SH078,穆春,202402,11498
SH078,穆春,202403,10636
SH078,穆春,202404,12187
SH078,穆春,202405,12198
SH078,穆春,202406,12446
SH078,穆春,202407,10620
SH078,穆春,202408,11689
SH078,穆春,202409,11349
SH078,穆春,202410,11052
SH078,穆春,202411,11069
SH078,穆春,202412,11209
SH079,曹正,202401,6288
SH079,曹正,202402,5981
SH079,曹正,202403,5752
SH079,曹正,202404,6446
SH079,曹正,202405,6422
SH079,曹正,202406,6295
SH079,曹正,202407,5783
SH079,曹正,202408,6169
SH079,曹正,202409,5891
SH079,曹正,202410,5564
SH079,曹正,202411,6565
SH079,曹正,202412,5619
SH080,宋万,202401,6570
SH080,宋万,202402,6355
SH080,宋万,202403,5805
SH080,宋万,202404,6908
SH080,宋万,202405,6656
SH080,宋万,202406,6504
SH080,宋万,202407,6656
SH080,宋万,202408,6612
SH080,宋万,202409,6502
SH080,宋万,202410,6937
SH080,宋万,202411,6839
SH080,宋万,202412,6514
SH081,杜迁,202401,10582
SH081,杜迁,202402,10498
SH081,杜迁,202403,8753
